CG10106,Tsp42Ee,Tsp42Ee,FBgn0029506,RE12209,picdata/2/insitu21987_s.bmp,6,ventral,,low
CG10106,Tsp42Ee,Tsp42Ee,FBgn0029506,RE12209,picdata/2/insitu21986_s.bmp,6,ventral,,low
CG10107,CG10107,CG10107,FBgn0035713,LD44235,picdata/2/insitu21984_s.bmp,1,lateral,,low
CG10107,CG10107,CG10107,FBgn0035713,LD44235,picdata/13/insitu34812_s.bmp,2,lateral,AP_DV_inverted,low
CG10107,CG10107,CG10107,FBgn0035713,LD44235,picdata/13/insitu34814_s.bmp,3,dorsal,AP_inverted,low
CG10107,CG10107,CG10107,FBgn0035713,LD44235,picdata/13/insitu34816_s.bmp,4,dorsal,AP_inverted,low
CG10107,CG10107,CG10107,FBgn0035713,LD44235,picdata/13/insitu34811_s.bmp,5,lateral,,low
CG10107,CG10107,CG10107,FBgn0035713,LD44235,picdata/13/insitu34813_s.bmp,5,lateral,,low
CG10107,CG10107,CG10107,FBgn0035713,LD44235,picdata/13/insitu34817_s.bmp,5,lateral,,low
CG10107,CG10107,CG10107,FBgn0035713,LD44235,picdata/13/insitu34815_s.bmp,5,ventral,,low
